t,cell_V0,cell_V1,cell_V2,cell_V3,cell_V4,m0,m1,m2,m3,m4,h0,h1,h2,h3,h4,j0,j1,j2,j3,j4,d0,d1,d2,d3,d4,f0,f1,f2,f3,f4,r0,r1,r2,r3,r4,t0,t1,t2,t3,t4,Xs0,Xs1,Xs2,Xs3,Xs4,Xr0,Xr1,Xr2,Xr3,Xr4,APtrack0,APtrack1,APtrack2,APtrack3,APtrack4,APtrack20,APtrack21,APtrack22,APtrack23,APtrack24,APtrack30,APtrack31,APtrack32,APtrack33,APtrack34,Cainfluxtrack0,Cainfluxtrack1,Cainfluxtrack2,Cainfluxtrack3,Cainfluxtrack4,OVRLDtrack0,OVRLDtrack1,OVRLDtrack2,OVRLDtrack3,OVRLDtrack4,OVRLDtrack20,OVRLDtrack21,OVRLDtrack22,OVRLDtrack23,OVRLDtrack24,OVRLDtrack30,OVRLDtrack31,OVRLDtrack32,OVRLDtrack33,OVRLDtrack34,Nai0,Nai1,Nai2,Nai3,Nai4,Cai0,Cai1,Cai2,Cai3,Cai4,Ki0,Ki1,Ki2,Ki3,Ki4,Ca_JSR0,Ca_JSR1,Ca_JSR2,Ca_JSR3,Ca_JSR4,Ca_NSR0,Ca_NSR1,Ca_NSR2,Ca_NSR3,Ca_NSR4
100,17.646,17.3145,16.9767,16.6317,16.2786,0.999227,0.9992,0.99917,0.999139,0.999106,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,2.79907e-13,2.80618e-13,2.81341e-13,2.82094e-13,2.82871e-13,0.890106,0.893538,0.897023,0.900562,0.904151,0.21303,0.212836,0.212647,0.212462,0.212282,0.479152,0.464798,0.450219,0.435419,0.420394,0.0135594,0.0133839,0.0132057,0.0130247,0.0128403,0.205623,0.205262,0.204875,0.20447,0.204088,0.361387,0.36108,0.360763,0.360438,0.360105,9.00219e-22,9.00219e-22,9.00219e-22,9.00219e-22,9.00219e-22,4.97642e-21,4.97642e-21,4.97642e-21,4.97642e-21,4.97642e-21,0.390679,0.390679,0.390679,0.390679,0.390679,6.53877e-23,6.53878e-23,6.53883e-23,6.53884e-23,6.53886e-23,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000597796,0.000597812,0.000597828,0.000597844,0.000597861,140,140,140,140,140,1.03541,1.03541,1.03541,1.03541,1.0354,2.5454,2.5454,2.5454,2.5454,2.5454
105,17.0294,16.6695,16.3016,15.9253,15.5392,0.999175,0.999143,0.999108,0.999072,0.999033,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,6.31291e-14,6.33134e-14,6.35015e-14,6.36983e-14,6.39019e-14,0.896517,0.900223,0.903971,0.907773,0.911625,0.200896,0.200761,0.200634,0.200514,0.200402,0.453256,0.437669,0.421861,0.405843,0.389618,0.0131475,0.0129549,0.0127587,0.0125591,0.012356,0.214477,0.214067,0.213623,0.213159,0.212717,0.376289,0.375945,0.375587,0.37522,0.374838,7.38946e-23,7.38946e-23,7.38946e-23,7.38946e-23,7.38946e-23,4.08489e-22,4.08489e-22,4.08489e-22,4.08489e-22,4.08489e-22,0.371624,0.371624,0.371624,0.371624,0.371624,5.36736e-24,5.36737e-24,5.36741e-24,5.36742e-24,5.36743e-24,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00059052,0.00059054,0.00059056,0.00059058,0.000590602,140,140,140,140,140,1.04793,1.04793,1.04793,1.04792,1.04792,2.54778,2.54778,2.54778,2.54778,2.54778
110,16.3795,15.989,15.5897,15.1791,14.7573,0.999116,0.999078,0.999038,0.998995,0.998949,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,1.42478e-14,1.42956e-14,1.43447e-14,1.43962e-14,1.44498e-14,0.903292,0.907261,0.911271,0.915332,0.919433,0.189814,0.189754,0.189705,0.189667,0.189644,0.424927,0.408172,0.391224,0.374089,0.356796,0.0127336,0.0125243,0.0123101,0.0120917,0.0118693,0.22309,0.222618,0.222115,0.221588,0.221079,0.390756,0.390372,0.389967,0.38955,0.389113,6.06564e-24,6.06564e-24,6.06564e-24,6.06564e-24,6.06564e-24,3.35308e-23,3.35308e-23,3.35308e-23,3.35308e-23,3.35308e-23,0.3535,0.3535,0.3535,0.3535,0.3535,4.40579e-25,4.4058e-25,4.40583e-25,4.40584e-25,4.40585e-25,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000583535,0.000583555,0.000583575,0.000583595,0.000583617,140,140,140,140,140,1.06045,1.06045,1.06044,1.06044,1.06044,2.55017,2.55017,2.55017,2.55017,2.55017
115,15.706,15.2835,14.8499,14.4029,13.942,0.99905,0.999006,0.998959,0.998908,0.998853,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,3.21814e-15,3.23055e-15,3.24338e-15,3.25687e-15,3.27103e-15,0.910248,0.914438,0.918721,0.923081,0.92746,0.179753,0.179785,0.179833,0.179899,0.179983,0.39512,0.377304,0.359346,0.341253,0.323066,0.0123139,0.0120864,0.0118534,0.0116155,0.0113718,0.231458,0.230919,0.230347,0.229747,0.229162,0.404795,0.404365,0.403905,0.403431,0.402931,4.97896e-25,4.97896e-25,4.97896e-25,4.97896e-25,4.97896e-25,2.75238e-24,2.75238e-24,2.75238e-24,2.75238e-24,2.75238e-24,0.336261,0.336261,0.336261,0.336261,0.336261,3.61649e-26,3.61649e-26,3.61652e-26,3.61652e-26,3.61653e-26,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00057655,0.00057657,0.00057659,0.000576611,0.000576633,140,140,140,140,140,1.07297,1.07296,1.07296,1.07296,1.07295,2.55222,2.55222,2.55223,2.55223,2.55224
120,15.0182,14.5608,14.09,13.6039,13.1007,0.998978,0.998926,0.998871,0.998811,0.998745,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,7.27496e-16,7.30726e-16,7.34085e-16,7.37636e-16,7.41384e-16,0.917309,0.921738,0.926202,0.930829,0.935382,0.170682,0.170825,0.170992,0.171183,0.171399,0.364745,0.346012,0.327196,0.308354,0.289515,0.0118866,0.0116397,0.0113869,0.0111277,0.010862,0.239572,0.23896,0.238311,0.23763,0.236959,0.41841,0.417925,0.417404,0.416863,0.416291,4.08698e-26,4.08698e-26,4.08698e-26,4.08698e-26,4.08698e-26,2.25929e-25,2.25929e-25,2.25929e-25,2.25929e-25,2.25929e-25,0.31986,0.31986,0.31986,0.31986,0.31986,2.9686e-27,2.9686e-27,2.96862e-27,2.96863e-27,2.96864e-27,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00056974,0.000569765,0.000569791,0.000569817,0.000569846,140,140,140,140,140,1.08548,1.08548,1.08548,1.08547,1.08547,2.55341,2.55341,2.55342,2.55342,2.55343
125,14.3213,13.8269,13.3163,12.7877,12.2386,0.998899,0.998839,0.998773,0.998702,0.998623,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,1.64611e-16,1.65453e-16,1.66335e-16,1.67272e-16,1.68267e-16,0.924284,0.928931,0.933653,0.938412,0.943137,0.162572,0.162849,0.163156,0.163495,0.163867,0.334507,0.315037,0.295596,0.276242,0.257018,0.0114516,0.0111849,0.0109107,0.0106292,0.0103401,0.247435,0.246742,0.246008,0.245235,0.244467,0.431608,0.431055,0.430468,0.429851,0.429195,3.3548e-27,3.3548e-27,3.3548e-27,3.3548e-27,3.3548e-27,1.85454e-26,1.85454e-26,1.85454e-26,1.85454e-26,1.85454e-26,0.304262,0.304262,0.304262,0.304262,0.304262,2.43677e-28,2.43678e-28,2.43679e-28,2.4368e-28,2.4368e-28,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000563046,0.000563071,0.000563097,0.000563124,0.000563152,140,140,140,140,140,1.098,1.098,1.09799,1.09799,1.09799,2.5546,2.55461,2.55461,2.55462,2.55462
130,13.6203,13.0871,12.5335,11.959,11.3606,0.998813,0.998743,0.998666,0.998581,0.998487,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,3.7284e-17,3.75039e-17,3.7736e-17,3.79837e-17,3.8249e-17,0.931145,0.936055,0.940924,0.945792,0.950598,0.155395,0.155827,0.156297,0.156808,0.157358,0.30507,0.285089,0.265246,0.24563,0.226299,0.0110108,0.0107227,0.0104264,0.0101213,0.00980734,0.255041,0.25426,0.253428,0.252557,0.251685,0.444397,0.443765,0.443102,0.442395,0.441642,2.75379e-28,2.75379e-28,2.75379e-28,2.75379e-28,2.75379e-28,1.52229e-27,1.52229e-27,1.52229e-27,1.52229e-27,1.52229e-27,0.289423,0.289423,0.289423,0.289423,0.289423,2.00023e-29,2.00023e-29,2.00024e-29,2.00025e-29,2.00025e-29,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00055643,0.000556464,0.000556499,0.000556535,0.000556572,140,140,140,140,140,1.11052,1.11051,1.11051,1.11051,1.1105,2.55579,2.5558,2.5558,2.55581,2.55581
135,12.9194,12.3433,11.7467,11.1222,10.4706,0.99872,0.998638,0.998548,0.998447,0.998334,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,8.4538e-18,8.5114e-18,8.57256e-18,8.63829e-18,8.70915e-18,0.937828,0.942884,0.947877,0.952772,0.957502,0.149114,0.149724,0.150381,0.151085,0.151837,0.276968,0.256667,0.236676,0.217054,0.197896,0.0105665,0.0102562,0.00993629,0.00960643,0.0092659,0.262404,0.261508,0.260575,0.259592,0.258596,0.456772,0.456061,0.45531,0.454498,0.453634,2.26045e-29,2.26045e-29,2.26045e-29,2.26045e-29,2.26045e-29,1.24958e-28,1.24958e-28,1.24958e-28,1.24958e-28,1.24958e-28,0.275306,0.275306,0.275306,0.275306,0.275306,1.64188e-30,1.64189e-30,1.64189e-30,1.6419e-30,1.6419e-30,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000550028,0.000550061,0.000550096,0.000550132,0.00055017,140,140,140,140,140,1.12303,1.12303,1.12303,1.12302,1.12302,2.55699,2.55699,2.55699,2.557,2.55701
140,12.2227,11.6029,10.9599,10.2822,9.57232,0.998621,0.998526,0.99842,0.9983,0.998165,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,1.91903e-18,1.93412e-18,1.95027e-18,1.96775e-18,1.98675e-18,0.944213,0.949329,0.954317,0.95913,0.96365,0.143696,0.144505,0.145367,0.146285,0.147253,0.250568,0.230167,0.210298,0.19089,0.172143,0.0101194,0.00978592,0.00944268,0.00908686,0.00871922,0.269496,0.268495,0.267448,0.266337,0.265203,0.468748,0.467949,0.467088,0.466162,0.46517,1.85548e-30,1.85548e-30,1.85548e-30,1.85548e-30,1.85548e-30,1.02571e-29,1.02571e-29,1.02571e-29,1.02571e-29,1.02571e-29,0.261881,0.261881,0.261881,0.261881,0.261881,1.34774e-31,1.34774e-31,1.34775e-31,1.34775e-31,1.34775e-31,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000543633,0.000543679,0.000543728,0.000543777,0.000543828,140,140,140,140,140,1.13555,1.13555,1.13554,1.13554,1.13554,2.55818,2.55818,2.55819,2.55819,2.5582
145,11.5332,10.867,10.1735,9.44083,8.6711,0.998514,0.998404,0.99828,0.998138,0.997977,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,4.36156e-19,4.40118e-19,4.44384e-19,4.49047e-19,4.54152e-19,0.950203,0.955309,0.960188,0.964748,0.968812,0.139097,0.140124,0.14121,0.142356,0.143548,0.226138,0.205852,0.186285,0.167307,0.1492,0.00967701,0.00931824,0.00894908,0.00856532,0.00816974,0.276342,0.275223,0.274045,0.272792,0.271503,0.480338,0.479427,0.478449,0.477392,0.476251,1.52308e-31,1.52308e-31,1.52308e-31,1.52308e-31,1.52308e-31,8.41959e-31,8.41959e-31,8.41959e-31,8.41959e-31,8.41959e-31,0.24911,0.24911,0.24911,0.24911,0.24911,1.10629e-32,1.1063e-32,1.1063e-32,1.1063e-32,1.1063e-32,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000537521,0.000537568,0.000537616,0.000537665,0.000537716,140,140,140,140,140,1.14807,1.14806,1.14806,1.14806,1.14805,2.55937,2.55937,2.55938,2.55938,2.55939
150,10.854,10.1402,9.39348,8.60272,7.76927,0.998402,0.998274,0.998129,0.997962,0.997769,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.92571e-20,1.00297e-19,1.01427e-19,1.02672e-19,1.04047e-19,0.95572,0.960706,0.965316,0.969414,0.972732,0.135272,0.136532,0.137852,0.139231,0.140645,0.203816,0.18383,0.164717,0.146375,0.129078,0.00923627,0.00885296,0.00845843,0.00804794,0.00762314,0.282946,0.281692,0.280368,0.278954,0.277493,0.491533,0.490506,0.489397,0.48819,0.486879,1.25022e-32,1.25022e-32,1.25022e-32,1.25022e-32,1.25022e-32,6.9112e-32,6.9112e-32,6.9112e-32,6.9112e-32,6.9112e-32,0.236961,0.236961,0.236961,0.236961,0.236961,9.08102e-34,9.08106e-34,9.08108e-34,9.08111e-34,9.08111e-34,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000531409,0.000531456,0.000531504,0.000531567,0.000531633,140,140,140,140,140,1.16058,1.16058,1.16058,1.16058,1.16057,2.56056,2.56057,2.56057,2.56058,2.56058
155,10.1882,9.42502,8.62315,7.77115,6.86837,0.998283,0.998135,0.997966,0.997769,0.997539,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,2.26186e-20,2.2892e-20,2.31914e-20,2.35245e-20,2.38956e-20,0.960686,0.965434,0.969593,0.972965,0.975185,0.132167,0.133669,0.135228,0.136835,0.138453,0.183654,0.16412,0.145592,0.128011,0.111605,0.00880127,0.0083936,0.00797235,0.00753427,0.00708123,0.289287,0.287885,0.286407,0.284825,0.283174,0.502366,0.501188,0.499943,0.498562,0.497057,1.02624e-33,1.02624e-33,1.02624e-33,1.02624e-33,1.02624e-33,5.67304e-33,5.67304e-33,5.67304e-33,5.67304e-33,5.67304e-33,0.225404,0.225404,0.225404,0.225404,0.225404,7.45416e-35,7.45418e-35,7.4542e-35,7.45422e-35,7.45422e-35,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000525548,0.000525613,0.000525679,0.000525746,0.000525812,140,140,140,140,140,1.1731,1.1731,1.17309,1.17309,1.17309,2.56175,2.56176,2.56176,2.56177,2.56177
160,9.53891,8.72532,7.86592,6.94923,5.9718,0.998158,0.997988,0.997792,0.997561,0.997287,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,5.16161e-21,5.23347e-21,5.31287e-21,5.40206e-21,5.50255e-21,0.96505,0.969374,0.972879,0.975219,0.9759,0.129723,0.13147,0.133262,0.135081,0.13687,0.165626,0.146656,0.128809,0.112056,0.0965728,0.00837498,0.00794227,0.0074949,0.00702911,0.00654795,0.295389,0.293825,0.292172,0.290406,0.288544,0.512833,0.511489,0.510087,0.508521,0.506785,8.4239e-35,8.4239e-35,8.4239e-35,8.4239e-35,8.4239e-35,4.65673e-34,4.65673e-34,4.65673e-34,4.65673e-34,4.65673e-34,0.214411,0.214411,0.214411,0.214411,0.214411,6.11873e-36,6.11875e-36,6.11877e-36,6.11878e-36,6.11878e-36,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000519727,0.000519792,0.000519859,0.000519925,0.000519991,140,140,140,140,140,1.18562,1.18562,1.18561,1.18561,1.18561,2.56295,2.56295,2.56296,2.56296,2.56297
165,8.90929,8.04374,7.12465,6.13936,5.08086,0.998028,0.997834,0.997607,0.997336,0.99701,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,1.17961e-21,1.19849e-21,1.21956e-21,1.24348e-21,1.27074e-21,0.968723,0.972473,0.975068,0.976013,0.974639,0.127878,0.129864,0.131874,0.133874,0.135786,0.149644,0.13131,0.114199,0.0982932,0.0837236,0.00795963,0.00750182,0.0070283,0.00653565,0.00602716,0.30126,0.299518,0.297669,0.295695,0.293603,0.522908,0.521432,0.51982,0.518052,0.516083,6.91473e-36,6.91473e-36,6.91473e-36,6.91473e-36,6.91473e-36,3.82247e-35,3.82247e-35,3.82247e-35,3.82247e-35,3.82247e-35,0.203954,0.203954,0.203954,0.203954,0.203954,5.02257e-37,5.02258e-37,5.0226e-37,5.0226e-37,5.0226e-37,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00051412,0.000514209,0.000514297,0.000514381,0.000514458,140,140,140,140,140,1.19813,1.19813,1.19813,1.19813,1.19812,2.56414,2.56414,2.56415,2.56415,2.56416
170,8.30178,7.38285,6.40149,5.34276,4.1953,0.997894,0.997673,0.997411,0.997094,0.99671,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,2.69987e-22,2.74948e-22,2.8054e-22,2.86961e-22,2.94378e-22,0.971698,0.974667,0.976059,0.975207,0.971157,0.126562,0.128772,0.130974,0.133111,0.135078,0.135576,0.117913,0.10155,0.0864722,0.0727693,0.007557,0.00707478,0.00657563,0.00605686,0.0055225,0.306877,0.304957,0.302903,0.300696,0.298353,0.532644,0.53102,0.529188,0.527167,0.524908,5.67597e-37,5.67597e-37,5.67597e-37,5.67597e-37,5.67597e-37,3.13768e-36,3.13768e-36,3.13768e-36,3.13768e-36,3.13768e-36,0.194007,0.194007,0.194007,0.194007,0.194007,4.12277e-38,4.12278e-38,4.12279e-38,4.1228e-38,4.1228e-38,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000508591,0.00050868,0.000508768,0.000508852,0.000508929,140,140,140,140,140,1.21065,1.21065,1.21065,1.21064,1.21064,2.56533,2.56533,2.56534,2.56534,2.56535
175,7.71869,6.74496,5.69794,4.5597,3.31315,0.997757,0.997506,0.997205,0.996835,0.996375,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,6.18887e-23,6.31916e-23,6.46764e-23,6.64017e-23,6.8425e-23,0.973933,0.975918,0.975791,0.97266,0.965207,0.125706,0.128118,0.130473,0.132692,0.134635,0.123263,0.106273,0.0906359,0.0763347,0.0634257,0.00716934,0.00666329,0.00613921,0.0055955,0.00503728,0.312286,0.310147,0.307883,0.305414,0.302792,0.542048,0.540217,0.538196,0.535906,0.533336,4.65912e-38,4.65912e-38,4.65912e-38,4.65912e-38,4.65912e-38,2.57556e-37,2.57556e-37,2.57556e-37,2.57556e-37,2.57556e-37,0.184545,0.184545,0.184545,0.184545,0.184545,3.38419e-39,3.38419e-39,3.3842e-39,3.3842e-39,3.3842e-39,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000503244,0.000503359,0.000503467,0.000503562,0.000503633,140,140,140,140,140,1.22317,1.22317,1.22316,1.22316,1.22316,2.56652,2.56653,2.56653,2.56654,2.56654
180,7.16155,6.13113,5.01429,3.78886,2.43,0.997617,0.997334,0.996988,0.996556,0.996006,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,1.42087e-23,1.45505e-23,1.49448e-23,1.54092e-23,1.5963e-23,0.975424,0.976191,0.974222,0.968258,0.956526,0.12524,0.127823,0.130285,0.132517,0.134329,0.112527,0.0961852,0.0812253,0.0676286,0.055425,0.00679834,0.00626921,0.00572112,0.00515387,0.00457461,0.31745,0.315117,0.312589,0.309854,0.306923,0.551127,0.549078,0.546808,0.544226,0.541284,3.82445e-39,3.82445e-39,3.82445e-39,3.82445e-39,3.82445e-39,2.11414e-38,2.11414e-38,2.11414e-38,2.11414e-38,2.11414e-38,0.175545,0.175545,0.175545,0.175545,0.175545,2.77795e-40,2.77795e-40,2.77795e-40,2.77795e-40,2.77795e-40,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000498005,0.00049812,0.000498229,0.000498323,0.000498394,140,140,140,140,140,1.23569,1.23568,1.23568,1.23568,1.23567,2.56771,2.56772,2.56772,2.56773,2.56773
185,6.63155,5.54203,4.35015,3.02774,1.5401,0.997475,0.997157,0.996761,0.99626,0.995594,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,3.26718e-24,3.35682e-24,3.46151e-24,3.58671e-24,3.73892e-24,0.976189,0.975502,0.971299,0.961896,0.944828,0.125093,0.127807,0.130324,0.132489,0.134087,0.10319,0.0874496,0.0731009,0.0601242,0.0485342,0.00644544,0.005894,0.00532289,0.00473383,0.00413762,0.32242,0.319833,0.317053,0.314018,0.310743,0.559893,0.557614,0.555067,0.552158,0.548843,3.13933e-40,3.13933e-40,3.13933e-40,3.13933e-40,3.13933e-40,1.73538e-39,1.73538e-39,1.73538e-39,1.73538e-39,1.73538e-39,0.166984,0.166984,0.166984,0.166984,0.166984,2.28272e-41,2.28272e-41,2.28272e-41,2.28272e-41,2.28272e-41,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00049291,0.00049305,0.00049317,0.000493252,0.000493266,140,140,140,140,140,1.2482,1.2482,1.2482,1.24819,1.24819,2.56891,2.56891,2.56892,2.56892,2.56893
190,6.12901,4.97722,3.70378,2.27215,0.634806,0.997333,0.996976,0.996524,0.995936,0.995131,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,7.52438e-25,7.75919e-25,8.0373e-25,8.37553e-25,8.79602e-25,0.976241,0.973873,0.967028,0.95344,0.929754,0.125201,0.128006,0.130514,0.132537,0.133771,0.0950782,0.0798761,0.0660616,0.0536154,0.0425506,0.00611163,0.00553861,0.00494554,0.00433692,0.00372964,0.327167,0.32435,0.321284,0.317911,0.314246,0.568355,0.565833,0.56299,0.559729,0.555936,2.57867e-41,2.57867e-41,2.57867e-41,2.57867e-41,2.57867e-41,1.4245e-40,1.4245e-40,1.4245e-40,1.4245e-40,1.4245e-40,0.158839,0.158839,0.158839,0.158839,0.158839,1.88755e-42,1.88755e-42,1.88755e-42,1.88755e-42,1.88755e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000487962,0.000488102,0.000488222,0.000488304,0.000488319,140,140,140,140,140,1.26072,1.26072,1.26071,1.26071,1.26071,2.5701,2.5701,2.57011,2.57011,2.57012
195,5.65378,4.43585,3.0727,1.51677,-0.296098,0.997191,0.996792,0.996274,0.995583,0.994602,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,1.73557e-25,1.79702e-25,1.87095e-25,1.96258e-25,2.07945e-25,0.975641,0.971335,0.961376,0.942745,0.910862,0.125503,0.128348,0.130791,0.132549,0.133331,0.0880265,0.0732922,0.059929,0.0479256,0.0373058,0.00579744,0.00520357,0.00458967,0.00396435,0.00335502,0.33172,0.328626,0.325254,0.321534,0.317426,0.576528,0.573746,0.570583,0.566941,0.562623,2.22947e-42,2.22947e-42,2.22947e-42,2.22947e-42,2.22947e-42,1.17401e-41,1.17401e-41,1.17401e-41,1.17401e-41,1.17401e-41,0.151092,0.151092,0.151092,0.151092,0.151092,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000483136,0.000483286,0.000483402,0.000483459,0.000483394,140,140,140,140,140,1.27324,1.27323,1.27323,1.27323,1.27322,2.57129,2.5713,2.5713,2.57131,2.57131
200,5.20514,3.91629,2.45363,0.754852,-1.265,0.99705,0.996604,0.996012,0.995195,0.993994,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,4.00939e-26,4.17013e-26,4.3668e-26,4.61594e-26,4.94316e-26,0.974436,0.967924,0.954323,0.929615,0.887594,0.125943,0.128786,0.131089,0.132504,0.132703,0.0818866,0.0675436,0.0545499,0.0429062,0.0326656,0.00550314,0.004889,0.00425544,0.00361745,0.00302004,0.336091,0.332711,0.329006,0.324883,0.320279,0.584425,0.581365,0.577854,0.573743,0.568856,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.143723,0.143723,0.143723,0.143723,0.143723,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000478438,0.000478592,0.000478697,0.000478705,0.000478591,140,140,140,140,140,1.28575,1.28575,1.28575,1.28575,1.28574,2.57248,2.57249,2.57249,2.5725,2.5725
