t,cell_V0,cell_V1,cell_V2,cell_V3,cell_V4,m0,m1,m2,m3,m4,h0,h1,h2,h3,h4,j0,j1,j2,j3,j4,d0,d1,d2,d3,d4,f0,f1,f2,f3,f4,r0,r1,r2,r3,r4,t0,t1,t2,t3,t4,Xs0,Xs1,Xs2,Xs3,Xs4,Xr0,Xr1,Xr2,Xr3,Xr4,APtrack0,APtrack1,APtrack2,APtrack3,APtrack4,APtrack20,APtrack21,APtrack22,APtrack23,APtrack24,APtrack30,APtrack31,APtrack32,APtrack33,APtrack34,Cainfluxtrack0,Cainfluxtrack1,Cainfluxtrack2,Cainfluxtrack3,Cainfluxtrack4,OVRLDtrack0,OVRLDtrack1,OVRLDtrack2,OVRLDtrack3,OVRLDtrack4,OVRLDtrack20,OVRLDtrack21,OVRLDtrack22,OVRLDtrack23,OVRLDtrack24,OVRLDtrack30,OVRLDtrack31,OVRLDtrack32,OVRLDtrack33,OVRLDtrack34,Nai0,Nai1,Nai2,Nai3,Nai4,Cai0,Cai1,Cai2,Cai3,Cai4,Ki0,Ki1,Ki2,Ki3,Ki4,Ca_JSR0,Ca_JSR1,Ca_JSR2,Ca_JSR3,Ca_JSR4,Ca_NSR0,Ca_NSR1,Ca_NSR2,Ca_NSR3,Ca_NSR4
310,-1.84297,-9.09836,-20.141,-32.9331,-45.9531,0.993587,0.985542,0.949049,0.790847,0.39614,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,0.00345172,5.78967e-40,9.6455e-40,3.37841e-39,5.25761e-38,0.00207268,0.849346,0.561975,0.168633,0.0239582,0.00228727,0.130095,0.126839,0.187754,0.297994,0.386384,0.0293031,0.0125992,0.00449888,0.00160494,0.000585194,0.00228536,0.0036219,0.0342559,0.243521,0.65807,0.395355,0.373882,0.342028,0.304829,0.269569,0.70677,0.686718,0.655355,0.616262,0.567956,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0478422,0.0478422,0.0478422,0.0478422,0.0478422,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000399834,0.000396481,0.000390979,0.000384299,0.000376598,140,140,140,140,140,1.55635,1.55634,1.55634,1.55634,1.55634,2.59871,2.59871,2.59872,2.59872,2.59873
315,-2.21517,-10.1537,-21.9068,-35.254,-48.685,0.993316,0.983706,0.937662,0.736501,0.308402,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,0.00647316,1.38744e-40,2.48721e-40,1.09715e-39,2.68513e-38,0.00414402,0.83711,0.514091,0.130825,0.0157023,0.00129902,0.129648,0.128635,0.20441,0.319116,0.405806,0.0279255,0.0112868,0.00387734,0.00133777,0.00047393,0.00222242,0.00448019,0.0476539,0.317573,0.730551,0.396577,0.373059,0.33839,0.299147,0.263162,0.710415,0.688564,0.654601,0.612436,0.559069,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0455091,0.0455091,0.0455091,0.0455091,0.0455091,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000397069,0.00039328,0.000387196,0.000380079,0.000372232,140,140,140,140,140,1.56827,1.56826,1.56826,1.56826,1.56826,2.5999,2.59991,2.59991,2.59992,2.59992
320,-2.60773,-11.2696,-23.7285,-37.586,-51.4855,0.993021,0.981506,0.923314,0.672588,0.229717,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,0.0114544,3.33719e-41,6.50959e-41,3.75596e-40,1.4927e-38,0.00743354,0.823676,0.464089,0.0994325,0.0100997,0.000722485,0.129166,0.131633,0.222429,0.339975,0.424603,0.0265579,0.0100791,0.00333503,0.00111495,0.000382041,0.00216868,0.00569174,0.0659249,0.399452,0.791491,0.397663,0.371902,0.334357,0.293242,0.256754,0.713992,0.690103,0.653462,0.607896,0.548741,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0432896,0.0432896,0.0432896,0.0432896,0.0432896,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000394304,0.000390079,0.000383412,0.000375859,0.000367867,140,140,140,140,140,1.58019,1.58019,1.58018,1.58018,1.58018,2.60109,2.6011,2.6011,2.60111,2.60045
325,-3.02334,-12.4416,-25.6008,-39.9321,-54.3875,0.99269,0.978868,0.905275,0.600012,0.163329,9.66896e-44,9.66896e-44,9.66896e-44,9.66896e-44,0.0196341,8.03785e-42,1.74195e-41,1.36366e-40,8.99937e-39,0.0125431,0.808883,0.413066,0.0740851,0.00638038,0.000393112,0.128644,0.13609,0.241484,0.360433,0.442772,0.0251991,0.00897845,0.00286305,0.000928671,0.000305772,0.00212637,0.00737256,0.0904815,0.484477,0.841202,0.398608,0.370408,0.329941,0.287152,0.250347,0.717325,0.691329,0.651873,0.60253,0.536811,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0411781,0.0411781,0.0411781,0.0411781,0.0411781,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000391576,0.000386877,0.000379629,0.000371716,0.000363547,140,140,140,140,140,1.59211,1.59211,1.5921,1.5921,1.5921,2.60228,2.60229,2.60229,2.6023,2.60045
330,-3.46456,-13.6649,-27.5166,-42.2921,-57.4293,0.99232,0.975706,0.88272,0.521146,0.110553,9.66896e-44,9.66896e-44,9.66896e-44,0.00123203,0.0331326,2.46909e-42,5.06289e-42,5.28472e-41,0.000554142,0.0203514,0.792577,0.362234,0.0541571,0.00396134,0.000209051,0.128086,0.142207,0.261259,0.380406,0.460317,0.0238498,0.00798333,0.00245367,0.000773191,0.000242282,0.0020985,0.00967184,0.122821,0.567755,0.880774,0.399404,0.368568,0.325176,0.280902,0.243898,0.720603,0.692241,0.649893,0.596244,0.523141,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0391701,0.0391701,0.0391701,0.0391701,0.0391701,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000388957,0.000383676,0.000375845,0.000367642,0.000359327,140,140,140,140,140,1.60403,1.60403,1.60403,1.60402,1.60391,2.60348,2.60348,2.60349,2.60349,2.60045
335,-3.9348,-14.9353,-29.4673,-44.6733,-60.6439,0.991906,0.971909,0.854783,0.439325,0.0710844,9.66896e-44,9.66896e-44,9.66896e-44,0.00261649,0.0555977,2.46909e-42,2.72693e-42,2.19023e-41,0.00152405,0.0321363,0.774561,0.312881,0.0388797,0.00241687,0.000108618,0.12749,0.150109,0.281473,0.399843,0.477247,0.0225095,0.00708893,0.00209996,0.000642974,0.000189531,0.00208903,0.0127809,0.164256,0.645294,0.911628,0.400045,0.366365,0.320092,0.274549,0.23749,0.723606,0.692826,0.647407,0.588952,0.507612,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0372599,0.0372599,0.0372599,0.0372599,0.0372599,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000386338,0.000380474,0.000372062,0.000363567,0.000355107,140,140,140,140,140,1.61557,1.61557,1.61557,1.61557,1.61523,2.60467,2.60467,2.60468,2.60468,2.60045
340,-4.43693,-16.2497,-31.444,-47.0911,-64.048,0.991438,0.967351,0.820641,0.358355,0.0434276,9.66896e-44,9.66896e-44,9.66896e-44,0.00479679,0.0931872,2.46909e-42,2.72693e-42,1.03304e-41,0.00306719,0.0497662,0.75464,0.266161,0.0274407,0.00144817,5.52011e-05,0.126893,0.159832,0.301888,0.418701,0.493574,0.0211804,0.00628808,0.00179552,0.00053344,0.000146142,0.00210321,0.0169447,0.215511,0.714485,0.935245,0.400526,0.363815,0.314719,0.268142,0.231139,0.72655,0.693098,0.644445,0.580535,0.490156,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0354427,0.0354427,0.0354427,0.0354427,0.0354427,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000383718,0.000377273,0.000368278,0.000359537,0.000350887,140,140,140,140,140,1.6269,1.6269,1.62689,1.62689,1.62656,2.60586,2.60587,2.60587,2.60476,2.60045
345,-4.97368,-17.606,-33.4426,-49.5631,-67.6129,0.990907,0.961863,0.779543,0.282146,0.0253823,9.66896e-44,9.66896e-44,9.66896e-44,0.00825944,0.155587,2.46909e-42,2.72693e-42,4.91576e-42,0.00544566,0.0760301,0.732636,0.223002,0.019059,0.000851189,2.75222e-05,0.126355,0.171333,0.3223,0.43697,0.509315,0.0198651,0.00557228,0.00153406,0.000440917,0.000111214,0.00214796,0.0224777,0.276312,0.774112,0.953021,0.400831,0.36091,0.309107,0.261734,0.224859,0.729232,0.693058,0.640938,0.57088,0.47083,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0337137,0.0337137,0.0337137,0.0337137,0.0337137,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000381099,0.000374071,0.000364495,0.000355608,0.000346725,140,140,140,140,140,1.63822,1.63822,1.63822,1.63822,1.63788,2.60705,2.60706,2.60706,2.60476,2.60045
350,-5.54774,-19.0039,-35.4478,-52.1177,-71.2338,0.990306,0.955242,0.731326,0.213783,0.0144676,9.66896e-44,9.66896e-44,9.66896e-44,0.0137196,0.255269,2.46909e-42,2.72693e-42,4.91576e-42,0.00904555,0.115304,0.708366,0.184051,0.0130408,0.00048991,1.35235e-05,0.125861,0.184496,0.342516,0.454643,0.524488,0.0185695,0.00493294,0.0013108,0.000362358,8.40847e-05,0.00223227,0.0297818,0.345084,0.824057,0.966193,0.400942,0.357654,0.303257,0.255327,0.218675,0.731794,0.692706,0.63683,0.559858,0.449861,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0320699,0.0320699,0.0320699,0.0320699,0.0320699,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00037848,0.00037087,0.000360742,0.000351679,0.000342651,140,140,140,140,140,1.64955,1.64955,1.64954,1.64954,1.64921,2.60825,2.60825,2.60825,2.60476,2.60045
355,-6.16194,-20.4424,-37.4696,-54.7865,-74.7346,0.989613,0.947229,0.675735,0.155385,0.00829827,9.66896e-44,9.66896e-44,9.66896e-44,0.0223479,0.400659,2.46909e-42,2.72693e-42,4.91576e-42,0.014426,0.174585,0.681679,0.149668,0.00879575,0.000275521,6.58138e-06,0.125475,0.199158,0.362452,0.471719,0.539116,0.017298,0.00436197,0.00111928,0.000295366,6.39616e-05,0.00236787,0.0393659,0.419142,0.864918,0.975818,0.40087,0.354062,0.297238,0.248917,0.2126,0.734178,0.69204,0.632069,0.547338,0.427676,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0305059,0.0305059,0.0305059,0.0305059,0.0305059,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.00037586,0.000367669,0.000357104,0.00034775,0.000338576,140,140,140,140,140,1.66087,1.66087,1.66087,1.66087,1.66053,2.60944,2.60944,2.60945,2.60476,2.60045
360,-6.81868,-21.9207,-39.4943,-57.6059,-77.9073,0.988815,0.937519,0.613829,0.107939,0.00497183,9.66896e-44,9.66896e-44,9.66896e-44,0.0361063,0.580728,2.46909e-42,2.72693e-42,4.91576e-42,0.0223931,0.261885,0.65247,0.119948,0.00585155,0.00015108,3.18522e-06,0.125268,0.215122,0.381989,0.488207,0.553223,0.0160564,0.00385223,0.000955956,0.000238133,4.97364e-05,0.00256994,0.0518623,0.495059,0.897684,0.98277,0.400604,0.350142,0.291084,0.242509,0.206651,0.736329,0.691055,0.626592,0.533194,0.404839,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0290181,0.0290181,0.0290181,0.0290181,0.0290181,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000373362,0.000364467,0.000353466,0.00034396,0.000334502,140,140,140,140,140,1.6722,1.67219,1.67219,1.67219,1.67185,2.61063,2.61063,2.61005,2.60476,2.60045
365,-7.51967,-23.437,-41.5352,-60.6092,-80.5996,0.9879,0.925753,0.546598,0.071415,0.00320195,9.66896e-44,9.66896e-44,0.000949226,0.0583018,0.756151,2.46909e-42,2.72693e-42,0.000379989,0.0341104,0.376561,0.620694,0.0947689,0.00383948,8.06573e-05,1.53728e-06,0.12533,0.232172,0.401073,0.504131,0.566795,0.0148518,0.00339757,0.00081572,0.00018939,4.00554e-05,0.00285809,0.0680301,0.569465,0.923484,0.987746,0.400105,0.345903,0.284825,0.236132,0.200835,0.738342,0.689745,0.620324,0.517312,0.381937,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0276029,0.0276029,0.0276029,0.0276029,0.0276029,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000370889,0.000361266,0.000349829,0.000340177,0.000330472,140,140,140,140,140,1.68352,1.68352,1.68352,1.68352,1.68318,2.61182,2.61183,2.61005,2.60476,2.60045
370,-8.26566,-24.9882,-43.5972,-63.8151,-82.7596,0.986835,0.911509,0.476046,0.0449388,0.00224256,9.66896e-44,9.66896e-44,0.00204376,0.0944282,0.88318,2.46909e-42,2.72693e-42,0.00114607,0.0512678,0.503387,0.586414,0.0738442,0.00248384,4.19283e-05,7.41125e-07,0.125771,0.250086,0.41965,0.519478,0.579877,0.0136914,0.00299269,0.000695328,0.000148319,3.36025e-05,0.00325732,0.0887368,0.639484,0.94346,0.99129,0.399398,0.341358,0.27846,0.22982,0.195161,0.74013,0.6881,0.613182,0.499623,0.359443,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0262567,0.0262567,0.0262567,0.0262567,0.0262567,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000368415,0.000358064,0.000346234,0.000336393,0.000326543,140,140,140,140,140,1.69485,1.69484,1.69484,1.69484,1.69438,2.61301,2.61302,2.61005,2.60476,2.60045
375,-9.05626,-26.5706,-45.6881,-67.2049,-84.4237,0.985606,0.894326,0.404581,0.0270125,0.00170148,9.66896e-44,9.66896e-44,0.00362798,0.153077,0.950385,2.46909e-42,2.72693e-42,0.0023101,0.0763654,0.623524,0.549821,0.0567741,0.00158277,2.12738e-05,3.5732e-07,0.126727,0.268646,0.4377,0.534266,0.592508,0.0125825,0.00263296,0.000591534,0.000114458,2.93184e-05,0.0037992,0.114898,0.703117,0.958668,0.993803,0.39844,0.336525,0.272053,0.223589,0.189634,0.741685,0.686109,0.605077,0.480156,0.337688,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0249762,0.0249762,0.0249762,0.0249762,0.0249762,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000365941,0.000354863,0.000342742,0.00033261,0.000322627,140,140,140,140,140,1.70617,1.70617,1.70617,1.70581,1.70511,2.61421,2.61421,2.61005,2.60476,2.60045
380,-9.89009,-28.1794,-47.8239,-70.7014,-85.6729,0.984183,0.873717,0.334689,0.0157271,0.00138169,9.66896e-44,9.66896e-44,0.00604071,0.245637,0.977363,2.46909e-42,2.72693e-42,0.0040347,0.113287,0.725249,0.511242,0.0430936,0.000992068,1.05847e-05,1.72473e-07,0.128349,0.287635,0.455202,0.548526,0.604639,0.0115317,0.00231419,0.000501693,8.74631e-05,2.64527e-05,0.00452317,0.147369,0.759255,0.970063,0.995578,0.397241,0.33143,0.265645,0.217447,0.184254,0.743064,0.683731,0.595947,0.459088,0.316867,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0237579,0.0237579,0.0237579,0.0237579,0.0237579,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000363467,0.000351661,0.000339249,0.000328828,0.000318844,140,140,140,140,140,1.71748,1.71748,1.71701,1.71654,1.71584,2.6154,2.6154,2.61005,2.60476,2.60045
385,-10.7645,-29.8088,-50.0251,-74.1361,-86.5978,0.982529,0.84919,0.268771,0.00913213,0.00118373,9.66896e-44,9.66896e-44,0.00969107,0.381158,0.986581,2.46909e-42,2.72693e-42,0.00655669,0.168262,0.80497,0.471166,0.0323129,0.000610397,5.19432e-06,8.34663e-08,0.130795,0.306884,0.472144,0.562282,0.616368,0.0105445,0.00203251,0.000423569,6.694e-05,2.45094e-05,0.00547781,0.186778,0.80756,0.97847,0.996858,0.395792,0.326112,0.259238,0.211418,0.179021,0.744255,0.680937,0.585668,0.436787,0.297086,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0225993,0.0225993,0.0225993,0.0225993,0.0225993,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000360993,0.00034846,0.000335757,0.00032519,0.000315104,140,140,140,140,140,1.72821,1.72821,1.72774,1.72727,1.72657,2.61659,2.61659,2.61005,2.60476,2.60045
390,-11.6763,-31.4542,-52.3165,-77.3135,-87.2784,0.980622,0.820286,0.208854,0.00547496,0.00105614,9.66896e-44,9.66896e-44,0.0152041,0.553131,0.989877,2.46909e-42,2.72693e-42,0.010215,0.249158,0.864177,0.430202,0.023951,0.000367699,2.5278e-06,4.05946e-08,0.13422,0.326256,0.488533,0.575537,0.627635,0.00962431,0.00178418,0.000355317,5.20925e-05,2.31698e-05,0.00672238,0.233333,0.848257,0.984596,0.997748,0.394077,0.320557,0.25283,0.205504,0.173933,0.745149,0.677747,0.574134,0.413777,0.278378,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0214971,0.0214971,0.0214971,0.0214971,0.0214971,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000358519,0.000345259,0.00033236,0.000321552,0.000311466,140,140,140,140,140,1.73894,1.73894,1.73847,1.738,1.7373,2.61778,2.61779,2.61005,2.60476,2.60045
395,-12.6215,-33.1109,-54.7275,-80.0677,-87.7798,0.978419,0.786644,0.156458,0.00349401,0.000970916,9.66896e-44,9.66896e-44,0.0235832,0.728673,0.991377,2.46909e-42,2.72693e-42,0.0154923,0.357822,0.906511,0.389042,0.0175604,0.000216194,1.22466e-06,1.99269e-08,0.138761,0.345523,0.504372,0.588294,0.638508,0.00877278,0.00156576,0.00029548,4.17872e-05,2.22308e-05,0.00832848,0.28665,0.881917,0.989012,0.998344,0.392089,0.314826,0.246424,0.199728,0.168986,0.745847,0.674053,0.561251,0.390592,0.260742,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0204487,0.0204487,0.0204487,0.0204487,0.0204487,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000356046,0.000342057,0.000329013,0.000317914,0.000307919,140,140,140,140,140,1.74967,1.74967,1.7492,1.74873,1.74803,2.61897,2.61884,2.61005,2.60476,2.60045
400,-13.5967,-34.7703,-57.2931,-82.3209,-88.1514,0.975882,0.748168,0.112487,0.00241128,0.00091215,9.66896e-44,9.66896e-44,0.0364708,0.864143,0.992212,2.46909e-42,2.72693e-42,0.0230773,0.482071,0.935975,0.348416,0.0127442,0.000123673,5.92167e-07,9.94837e-09,0.144525,0.364626,0.519675,0.60062,0.649009,0.0079894,0.00137435,0.000242958,3.48175e-05,2.15612e-05,0.0103821,0.345642,0.909301,0.992159,0.998762,0.389833,0.308935,0.240091,0.194092,0.164181,0.746347,0.669877,0.546883,0.367761,0.244152,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0194513,0.0194513,0.0194513,0.0194513,0.0194513,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000353572,0.000338856,0.000325666,0.000314276,0.000304427,140,140,140,140,140,1.7604,1.7604,1.75993,1.75946,1.75875,2.62017,2.61884,2.61005,2.60476,2.60045
405,-14.5986,-36.4487,-60.0471,-84.0844,-88.428,0.972957,0.704394,0.0772646,0.00180021,0.000870688,9.66896e-44,9.66896e-44,0.0565831,0.941011,0.992797,2.46909e-42,2.72693e-42,0.033957,0.603293,0.956085,0.309026,0.00915635,6.86423e-05,2.86268e-07,5.11894e-09,0.151577,0.383453,0.534431,0.612454,0.659082,0.00727173,0.00120545,0.000196999,3.01459e-05,2.10753e-05,0.0129862,0.40869,0.931229,0.99441,0.99906,0.387308,0.302914,0.233801,0.188599,0.159513,0.746645,0.665162,0.530928,0.345619,0.22857,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0185028,0.0185028,0.0185028,0.0185028,0.0185028,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000351098,0.000335797,0.000322319,0.000310781,0.000301075,140,140,140,140,140,1.77112,1.77112,1.77066,1.77019,1.76948,2.62136,2.61884,2.61005,2.60476,2.60045
410,-15.6248,-38.1271,-63.0142,-85.4253,-88.6371,0.969587,0.655975,0.0505346,0.00143998,0.000840589,9.66896e-44,9.66896e-44,0.0883847,0.973809,0.993126,2.46909e-42,2.72693e-42,0.0495547,0.708223,0.969623,0.27149,0.00651319,3.69166e-05,1.38565e-07,2.77269e-09,0.159948,0.401939,0.54866,0.623893,0.668802,0.00661616,0.00105736,0.000157183,2.70027e-05,2.07185e-05,0.0162646,0.473741,0.948511,0.996016,0.999358,0.384517,0.296805,0.227577,0.183251,0.154978,0.746647,0.659855,0.513293,0.324387,0.213951,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,0.0176002,0.0176002,0.0176002,0.0176002,0.0176002,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1.4013e-42,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,10.0056,10.0056,10.0056,10.0056,10.0056,0.000348624,0.000332741,0.000318972,0.000307289,0.00029777,140,140,140,140,140,1.78185,1.78185,1.78138,1.78069,1.77966,2.62255,2.61884,2.61005,2.60476,2.60045
